Date,Location,Vehicle_Type,Violation_Type,Fine_Amount (₹),Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded (km/h),Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty (₹),Fine_Payment_Status
16-12-2024,Huda City Center,Car,DUI,7609,FALSE,Cloudy,Morning,Dry,36-50,1,Low,Valid,FALSE,83,Uttar Pradesh,5,1,4706,Paid
25-01-2024,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,3465,FALSE,Rainy,Afternoon,Dry,36-50,0,Medium,Suspended,FALSE,42,Punjab,1,2,1884,Unpaid
13-01-2024,Udyog Vihar,Bus,Speeding,4316,TRUE,Stormy,Morning,Under Construction,18-25,3,High,Learner,TRUE,92,Delhi,10,1,4854,Unpaid
16-04-2024,NH-8,Bike,Red-Light Jump,4507,FALSE,Stormy,Afternoon,Slippery,26-35,2,Medium,Expired,FALSE,46,Punjab,10,1,519,Unpaid
21-04-2024,Sheetala Mata Road,Auto-rickshaw,No Seatbelt,1000,FALSE,Cloudy,Night,Slippery,50+,1,Medium,Valid,TRUE,43,Delhi,6,1,3059,Disputed
16-11-2024,Signature Tower Chowk,Car,DUI,6036,FALSE,Rainy,Night,Dry,18-25,5,Low,Valid,FALSE,34,Uttar Pradesh,6,3,4248,Unpaid
25-11-2024,Huda City Center,Auto-rickshaw,Wrong-Side Driving,6423,FALSE,Rainy,Afternoon,Slippery,26-35,5,Low,Suspended,FALSE,40,Punjab,10,2,4407,Paid
19-02-2024,Sikanderpur,Bus,Wrong-Side Driving,7318,FALSE,Rainy,Afternoon,Wet,50+,2,Low,Learner,TRUE,79,Punjab,4,2,4544,Disputed
12-08-2024,Sikanderpur,Bus,DUI,6306,TRUE,Cloudy,Morning,Dry,36-50,1,High,Learner,FALSE,73,Punjab,7,2,1586,Unpaid
04-06-2024,Rajiv Chowk,Bike,No Helmet,1000,FALSE,Cloudy,Night,Under Construction,36-50,4,Medium,Suspended,TRUE,56,Haryana,1,3,2694,Paid
16-12-2024,Sheetala Mata Road,Bus,Wrong-Side Driving,2386,FALSE,Cloudy,Night,Wet,26-35,4,High,Suspended,TRUE,120,Delhi,9,2,2520,Disputed
17-11-2024,Manesar Toll,Truck,DUI,8321,TRUE,Stormy,Evening,Wet,26-35,4,Medium,Learner,TRUE,22,Rajasthan,4,3,1889,Disputed
20-01-2024,Sikanderpur,Truck,DUI,9477,FALSE,Foggy,Evening,Dry,26-35,1,Medium,Expired,TRUE,110,Delhi,4,2,2959,Disputed
18-04-2024,Sikanderpur,Bus,Speeding,4260,TRUE,Cloudy,Morning,Dry,18-25,0,High,Suspended,TRUE,105,Delhi,1,1,4455,Disputed
22-02-2024,Sikanderpur,Bike,Speeding,4752,TRUE,Clear,Evening,Wet,26-35,2,Low,Suspended,TRUE,29,Haryana,7,3,3093,Paid
04-07-2024,NH-8,Truck,Speeding,,FALSE,Rainy,Morning,Slippery,26-35,3,Medium,Suspended,FALSE,76,Haryana,6,3,642,Paid
02-06-2024,MG Road,Bike,Wrong-Side Driving,5510,TRUE,Cloudy,Morning,Dry,50+,2,Low,Learner,FALSE,13,Punjab,5,3,4846,Paid
12-01-2024,Huda City Center,Auto-rickshaw,Red-Light Jump,3172,FALSE,Stormy,Afternoon,Slippery,50+,4,Low,Valid,TRUE,98,Punjab,10,1,2788,Paid
01-04-2024,IFFCO Chowk,Bus,Speeding,,TRUE,Clear,Evening,Under Construction,36-50,2,Low,Valid,FALSE,101,Punjab,5,3,3271,Unpaid
28-05-2024,Sheetala Mata Road,Car,Speeding,2349,FALSE,Clear,Night,Under Construction,50+,3,Medium,Valid,TRUE,84,Punjab,10,3,3048,Disputed
27-05-2024,Udyog Vihar,Truck,Speeding,1282,FALSE,Cloudy,Afternoon,Under Construction,36-50,5,Low,Expired,TRUE,65,Uttar Pradesh,4,1,2735,Paid
17-05-2024,Cyber City,Bus,Wrong-Side Driving,6103,TRUE,Foggy,Night,Dry,50+,3,High,Learner,TRUE,99,Rajasthan,6,2,1226,Paid
27-01-2024,Sector 29,Bus,Wrong-Side Driving,2974,FALSE,Clear,Morning,Under Construction,18-25,5,High,Suspended,TRUE,6,Haryana,7,3,3551,Unpaid
11-04-2024,Sheetala Mata Road,Car,DUI,6696,TRUE,Stormy,Morning,Wet,18-25,2,High,Suspended,FALSE,119,Haryana,6,3,4419,Paid
08-03-2024,Sohna Road near Iris Tech Park,Bike,DUI,9524,FALSE,Foggy,Afternoon,Wet,50+,3,Low,Valid,TRUE,93,Uttar Pradesh,10,2,4906,Disputed
20-11-2024,Signature Tower Chowk,Bike,Wrong-Side Driving,5652,FALSE,Rainy,Evening,Dry,36-50,2,High,Learner,TRUE,43,Punjab,10,3,4820,Disputed
08-05-2024,MG Road,Car,Wrong-Side Driving,7565,TRUE,Cloudy,Afternoon,Slippery,50+,3,Low,Expired,TRUE,30,Rajasthan,3,2,2914,Disputed
16-03-2024,Rajiv Chowk,Bus,Wrong-Side Driving,7437,TRUE,Cloudy,Evening,Under Construction,36-50,2,High,Expired,TRUE,85,Uttar Pradesh,9,2,4192,Paid
26-06-2024,MG Road,Truck,No Seatbelt,1000,FALSE,Foggy,Night,Slippery,26-35,0,Medium,Learner,FALSE,54,Haryana,6,1,3748,Disputed
20-03-2024,Sector 29,Auto-rickshaw,Speeding,3435,FALSE,Cloudy,Night,Wet,18-25,5,Medium,Suspended,FALSE,20,Uttar Pradesh,6,3,4713,Disputed
18-05-2024,Rajiv Chowk,Auto-rickshaw,Red-Light Jump,4626,FALSE,Foggy,Evening,Slippery,50+,5,Low,Expired,FALSE,27,Punjab,3,2,1801,Disputed
01-12-2024,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,2592,FALSE,Stormy,Afternoon,Under Construction,18-25,1,High,Learner,FALSE,59,Punjab,8,3,2059,Paid
14-09-2024,Golf Course Road,Auto-rickshaw,DUI,9017,TRUE,Stormy,Night,Dry,50+,4,Medium,Learner,TRUE,66,Delhi,1,2,3410,Paid
02-05-2024,Manesar Toll,Truck,DUI,6168,FALSE,Foggy,Evening,Slippery,36-50,3,Low,Valid,TRUE,92,Rajasthan,1,2,4747,Unpaid
17-01-2024,Sector 29,Truck,Wrong-Side Driving,6379,TRUE,Foggy,Night,Slippery,50+,2,Medium,Learner,FALSE,88,Punjab,7,1,2484,Disputed
11-03-2024,Rajiv Chowk,Bike,No Helmet,1000,FALSE,Cloudy,Evening,Dry,18-25,1,High,Valid,FALSE,10,Punjab,9,1,2655,Unpaid
21-08-2024,Manesar Toll,Car,Wrong-Side Driving,5249,TRUE,Rainy,Afternoon,Under Construction,50+,0,Low,Suspended,TRUE,15,Punjab,6,2,2071,Disputed
15-02-2024,IFFCO Chowk,Bike,DUI,6702,FALSE,Stormy,Night,Wet,18-25,1,Low,Suspended,TRUE,83,Haryana,9,2,1571,Paid
09-02-2024,Sohna Road near Iris Tech Park,Truck,DUI,5852,FALSE,Clear,Night,Under Construction,36-50,3,Medium,Suspended,FALSE,21,Haryana,3,2,4939,Unpaid
14-09-2024,NH-8,Truck,Wrong-Side Driving,6926,FALSE,Foggy,Evening,Under Construction,36-50,3,Low,Expired,FALSE,9,Haryana,5,1,4008,Unpaid
11-11-2024,Manesar Toll,Auto-rickshaw,DUI,7463,TRUE,Rainy,Night,Wet,50+,5,High,Learner,FALSE,120,Haryana,2,3,1633,Paid
08-11-2024,Huda City Center,Truck,No Seatbelt,1000,TRUE,Cloudy,Evening,Slippery,26-35,5,Low,Valid,FALSE,1,Uttar Pradesh,8,3,1990,Paid
16-12-2024,Huda City Center,Car,Speeding,1373,FALSE,Stormy,Evening,Under Construction,26-35,0,Medium,Suspended,FALSE,21,Delhi,8,3,959,Disputed
28-05-2024,Golf Course Road,Truck,DUI,6251,FALSE,Stormy,Evening,Slippery,36-50,5,Medium,Expired,TRUE,16,Delhi,1,3,3624,Unpaid
09-08-2024,Signature Tower Chowk,Truck,Red-Light Jump,4377,TRUE,Clear,Evening,Dry,26-35,0,Low,Expired,FALSE,22,Punjab,6,1,2804,Unpaid
25-08-2024,Manesar Toll,Truck,Red-Light Jump,2782,FALSE,Cloudy,Night,Under Construction,36-50,3,Medium,Learner,TRUE,120,Delhi,6,2,3927,Disputed
06-09-2024,Cyber City,Truck,Speeding,1863,FALSE,Cloudy,Morning,Under Construction,26-35,3,Low,Suspended,FALSE,94,Uttar Pradesh,3,1,675,Paid
15-09-2024,Sector 29,Bike,No Helmet,1000,TRUE,Cloudy,Night,Wet,26-35,1,Low,Expired,TRUE,26,Rajasthan,5,2,2807,Paid
19-03-2024,Cyber City,Truck,Red-Light Jump,4151,FALSE,Cloudy,Morning,Under Construction,26-35,3,High,Learner,FALSE,16,Rajasthan,6,3,1942,Unpaid
20-09-2024,Udyog Vihar,Bus,DUI,29000,TRUE,Rainy,Evening,Dry,26-35,3,Medium,Expired,FALSE,10,Rajasthan,3,3,3491,Unpaid
01-12-2024,Sikanderpur,Auto-rickshaw,No Seatbelt,1000,FALSE,Clear,Evening,Slippery,50+,4,Medium,Valid,FALSE,96,Uttar Pradesh,4,3,1261,Disputed
16-05-2024,Sikanderpur,Car,Red-Light Jump,2945,FALSE,Rainy,Night,Slippery,50+,0,Medium,Learner,TRUE,55,Haryana,10,2,1377,Unpaid
22-12-2024,Sector 56,Bus,No Seatbelt,1000,FALSE,Rainy,Morning,Under Construction,26-35,0,Low,Suspended,TRUE,84,Delhi,9,3,3382,Paid
02-03-2024,Sector 56,Auto-rickshaw,Red-Light Jump,4558,FALSE,Cloudy,Morning,Wet,26-35,0,Low,Learner,FALSE,20,Haryana,2,3,4513,Paid
19-12-2024,Manesar Toll,Car,Wrong-Side Driving,5401,FALSE,Rainy,Morning,Wet,26-35,5,Low,Suspended,TRUE,3,Haryana,6,3,4212,Disputed
05-10-2024,Sheetala Mata Road,Truck,Wrong-Side Driving,3922,FALSE,Cloudy,Morning,Slippery,18-25,5,High,Learner,TRUE,42,Delhi,2,1,3077,Disputed
27-05-2024,Rajiv Chowk,Auto-rickshaw,Red-Light Jump,2079,FALSE,Stormy,Night,Dry,18-25,1,High,Expired,TRUE,101,Haryana,5,2,1222,Disputed
12-07-2024,Sheetala Mata Road,Car,Speeding,3483,TRUE,Clear,Morning,Dry,50+,4,Medium,Valid,FALSE,7,Haryana,1,2,716,Paid
26-05-2024,Sheetala Mata Road,Car,No Seatbelt,1000,FALSE,Stormy,Morning,Wet,18-25,5,Medium,Valid,TRUE,64,Haryana,5,3,864,Unpaid
10-02-2024,Golf Course Road,Truck,No Seatbelt,1000,TRUE,Foggy,Evening,Dry,18-25,0,Medium,Suspended,FALSE,91,Delhi,8,2,3637,Unpaid
16-10-2024,NH-8,Car,No Seatbelt,1000,FALSE,Stormy,Morning,Dry,18-25,0,Medium,Learner,TRUE,19,Delhi,10,1,4795,Paid
01-04-2024,Sector 56,Car,Wrong-Side Driving,3853,TRUE,Cloudy,Evening,Slippery,50+,0,Medium,Expired,TRUE,116,Haryana,6,2,3124,Paid
17-12-2024,NH-8,Bus,No Seatbelt,1000,FALSE,Foggy,Night,Under Construction,18-25,1,High,Learner,FALSE,57,Uttar Pradesh,5,2,4345,Unpaid
08-03-2024,Sikanderpur,Auto-rickshaw,Wrong-Side Driving,3425,TRUE,Cloudy,Afternoon,Dry,50+,0,High,Expired,TRUE,32,Uttar Pradesh,6,3,1664,Disputed
22-10-2024,Huda City Center,Car,No Seatbelt,1000,TRUE,Stormy,Evening,Under Construction,18-25,4,Medium,Valid,TRUE,44,Delhi,5,2,702,Disputed
24-03-2024,Cyber City,Bus,DUI,6223,FALSE,Cloudy,Morning,Under Construction,18-25,1,High,Expired,FALSE,85,Delhi,10,2,1677,Paid
07-09-2024,IFFCO Chowk,Bus,No Seatbelt,1000,FALSE,Clear,Night,Slippery,36-50,1,Low,Learner,FALSE,104,Uttar Pradesh,5,1,4767,Unpaid
09-11-2024,Sector 56,Truck,No Seatbelt,1000,TRUE,Stormy,Afternoon,Wet,18-25,5,Low,Learner,FALSE,29,Delhi,3,3,828,Unpaid
16-12-2024,Golf Course Road,Truck,Speeding,2252,TRUE,Clear,Night,Wet,36-50,3,Medium,Valid,FALSE,75,Delhi,5,1,2661,Disputed
08-08-2024,Rajiv Chowk,Truck,Red-Light Jump,4584,FALSE,Cloudy,Morning,Slippery,26-35,3,High,Learner,TRUE,89,Haryana,6,3,2244,Unpaid
24-01-2024,Sector 56,Car,No Seatbelt,1000,FALSE,Clear,Morning,Wet,18-25,2,High,Valid,TRUE,78,Uttar Pradesh,10,2,3456,Unpaid
18-08-2024,Sector 29,Auto-rickshaw,No Seatbelt,1000,FALSE,Cloudy,Afternoon,Wet,18-25,5,High,Expired,FALSE,19,Uttar Pradesh,1,2,3718,Paid
21-03-2024,Huda City Center,Truck,DUI,,TRUE,Foggy,Night,Dry,36-50,4,Low,Expired,TRUE,89,Haryana,9,1,1504,Disputed
23-12-2024,Huda City Center,Truck,Speeding,1441,FALSE,Stormy,Evening,Wet,26-35,1,Medium,Valid,FALSE,78,Delhi,8,3,4371,Disputed
27-12-2024,Golf Course Road,Bus,Wrong-Side Driving,4843,FALSE,Cloudy,Afternoon,Dry,36-50,4,High,Suspended,TRUE,115,Rajasthan,4,3,3842,Disputed
05-04-2024,MG Road,Car,No Seatbelt,1000,FALSE,Stormy,Morning,Dry,50+,4,Medium,Suspended,TRUE,117,Delhi,1,3,1550,Disputed
09-02-2024,NH-8,Bus,Speeding,2582,FALSE,Rainy,Night,Slippery,26-35,3,High,Suspended,TRUE,78,Delhi,5,1,3074,Unpaid
10-05-2024,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,TRUE,Cloudy,Afternoon,Slippery,18-25,4,Medium,Suspended,FALSE,84,Uttar Pradesh,5,2,1035,Unpaid
03-10-2024,IFFCO Chowk,Truck,Speeding,1017,FALSE,Clear,Morning,Slippery,26-35,1,High,Suspended,FALSE,35,Uttar Pradesh,2,1,4876,Unpaid
19-03-2024,Sector 56,Truck,Wrong-Side Driving,,FALSE,Clear,Morning,Dry,18-25,0,Medium,Suspended,TRUE,55,Haryana,7,1,3574,Disputed
24-01-2024,Sikanderpur,Car,No Seatbelt,1000,FALSE,Stormy,Morning,Wet,36-50,5,Low,Expired,TRUE,75,Rajasthan,9,3,1993,Paid
08-04-2024,Golf Course Road,Car,Speeding,2447,TRUE,Clear,Evening,Slippery,26-35,0,High,Suspended,FALSE,9,Uttar Pradesh,9,3,827,Unpaid
24-06-2024,Sector 29,Truck,No Seatbelt,1000,TRUE,Foggy,Night,Slippery,26-35,3,Low,Learner,TRUE,50,Delhi,2,1,2122,Paid
23-08-2024,Signature Tower Chowk,Car,Wrong-Side Driving,4790,FALSE,Rainy,Morning,Slippery,36-50,0,Low,Expired,TRUE,17,Punjab,10,2,2478,Unpaid
26-12-2024,MG Road,Auto-rickshaw,Speeding,1342,FALSE,Cloudy,Afternoon,Under Construction,50+,5,High,Valid,TRUE,117,Rajasthan,5,3,3186,Paid
14-11-2024,MG Road,Bus,DUI,5353,FALSE,Foggy,Evening,Under Construction,26-35,9,Low,Suspended,TRUE,46,Haryana,8,3,2210,Disputed
15-06-2024,Huda City Center,Auto-rickshaw,Wrong-Side Driving,2596,TRUE,Clear,Night,Under Construction,26-35,5,High,Learner,FALSE,19,Rajasthan,2,2,2131,Disputed
11-12-2024,Rajiv Chowk,Truck,No Seatbelt,1000,FALSE,Cloudy,Afternoon,Wet,18-25,0,Low,Expired,FALSE,89,Punjab,5,2,4749,Unpaid
09-05-2024,MG Road,Truck,Wrong-Side Driving,3524,TRUE,Clear,Afternoon,Dry,36-50,1,High,Suspended,FALSE,4,Punjab,9,2,1950,Unpaid
12-05-2024,MG Road,Truck,Wrong-Side Driving,7312,TRUE,Rainy,Night,Under Construction,36-50,0,High,Expired,FALSE,109,Uttar Pradesh,2,1,4252,Unpaid
26-06-2024,Sohna Road near Iris Tech Park,Bike,Red-Light Jump,2874,FALSE,Stormy,Evening,Wet,36-50,0,High,Valid,FALSE,7,Delhi,6,1,3394,Unpaid
16-11-2024,Golf Course Road,Car,Speeding,2227,TRUE,Stormy,Afternoon,Wet,36-50,2,Low,Expired,FALSE,97,Punjab,2,3,1620,Unpaid
27-05-2024,Sheetala Mata Road,Auto-rickshaw,Speeding,4726,TRUE,Clear,Afternoon,Wet,26-35,2,Medium,Suspended,TRUE,99,Delhi,8,2,1838,Paid
26-07-2024,Sikanderpur,Bus,No Seatbelt,1000,TRUE,Cloudy,Evening,Dry,50+,21,Low,Suspended,TRUE,97,Rajasthan,5,2,3572,Paid
01-05-2024,Signature Tower Chowk,Bus,Wrong-Side Driving,5402,TRUE,Foggy,Morning,Dry,50+,3,High,Suspended,TRUE,119,Punjab,1,2,2384,Paid
27-05-2024,Cyber City,Bus,Red-Light Jump,2272,FALSE,Cloudy,Morning,Under Construction,26-35,14,High,Suspended,FALSE,4,Punjab,7,2,1805,Disputed
13-01-2024,Sector 56,Bike,No Helmet,1000,FALSE,Rainy,Evening,Slippery,18-25,4,Low,Learner,FALSE,56,Haryana,9,2,1894,Disputed
17-07-2024,Cyber City,Truck,DUI,6948,FALSE,Stormy,Morning,Wet,26-35,1,Low,Learner,TRUE,22,Haryana,2,1,4062,Paid
11-02-2024,Manesar Toll,Truck,Red-Light Jump,3168,FALSE,Foggy,Night,Slippery,50+,1,High,Learner,TRUE,82,Punjab,4,1,4641,Disputed
22-05-2024,IFFCO Chowk,Truck,Wrong-Side Driving,4381,FALSE,Cloudy,Evening,Dry,18-25,1,Medium,Valid,TRUE,22,Haryana,4,2,2923,Unpaid
06-02-2024,NH-8,Car,Wrong-Side Driving,5601,TRUE,Stormy,Night,Wet,50+,2,Low,Expired,FALSE,53,Haryana,1,1,1189,Paid
07-02-2024,Sector 56,Truck,No Seatbelt,1000,TRUE,Clear,Morning,Under Construction,50+,5,Medium,Learner,FALSE,114,Rajasthan,10,1,2578,Unpaid
01-09-2024,MG Road,Auto-rickshaw,Red-Light Jump,2271,FALSE,Cloudy,Morning,Dry,50+,0,Medium,Learner,FALSE,103,Haryana,7,2,1459,Unpaid
05-04-2024,Golf Course Road,Car,Red-Light Jump,2520,FALSE,Stormy,Morning,Wet,18-25,1,High,Learner,FALSE,50,Uttar Pradesh,8,2,1306,Unpaid
11-12-2024,Manesar Toll,Car,Speeding,3172,FALSE,Rainy,Evening,Wet,26-35,5,Low,Valid,FALSE,19,Delhi,3,2,2519,Disputed
07-09-2024,Sikanderpur,Auto-rickshaw,Red-Light Jump,3215,FALSE,Stormy,Evening,Slippery,26-35,0,Low,Learner,FALSE,89,Haryana,6,2,4129,Paid
19-08-2024,Sector 29,Truck,DUI,,TRUE,Rainy,Morning,Under Construction,50+,4,Low,Learner,FALSE,59,Punjab,6,3,4890,Paid
23-02-2024,Rajiv Chowk,Car,Red-Light Jump,4880,FALSE,Rainy,Night,Wet,18-25,3,High,Valid,TRUE,61,Delhi,7,2,2298,Unpaid
28-04-2024,Sheetala Mata Road,Bike,Speeding,4480,FALSE,Stormy,Night,Slippery,36-50,4,Low,Valid,FALSE,20,Uttar Pradesh,7,1,2960,Paid
28-07-2024,NH-8,Truck,Speeding,1152,FALSE,Rainy,Morning,Under Construction,26-35,0,High,Suspended,TRUE,36,Rajasthan,4,1,1493,Paid
26-06-2024,Signature Tower Chowk,Car,Speeding,1593,TRUE,Clear,Evening,Wet,26-35,3,Medium,Valid,FALSE,71,Haryana,6,1,1376,Paid
23-04-2024,Sheetala Mata Road,Car,DUI,8427,FALSE,Foggy,Night,Wet,50+,4,Medium,Learner,FALSE,48,Rajasthan,4,2,2039,Unpaid
13-07-2024,Cyber City,Bus,Wrong-Side Driving,4627,FALSE,Stormy,Night,Under Construction,18-25,5,Low,Expired,TRUE,29,Haryana,5,2,3367,Paid
14-12-2024,Manesar Toll,Car,Wrong-Side Driving,7612,FALSE,Stormy,Morning,Slippery,50+,4,Medium,Learner,TRUE,105,Delhi,3,3,3517,Unpaid
26-07-2024,Signature Tower Chowk,Bike,DUI,8166,FALSE,Stormy,Evening,Under Construction,18-25,4,Low,Learner,TRUE,41,Haryana,7,3,1138,Paid
24-12-2024,Sikanderpur,Bike,Wrong-Side Driving,4632,FALSE,Stormy,Morning,Wet,36-50,4,High,Valid,TRUE,11,Uttar Pradesh,4,2,2337,Paid
06-05-2024,Sikanderpur,Truck,Wrong-Side Driving,4876,FALSE,Rainy,Afternoon,Wet,36-50,4,High,Valid,FALSE,118,Uttar Pradesh,4,3,2372,Disputed
18-10-2024,Sector 29,Car,Speeding,4309,FALSE,Rainy,Afternoon,Under Construction,36-50,2,Low,Valid,TRUE,14,Haryana,1,1,4586,Paid
02-07-2024,Sikanderpur,Car,No Seatbelt,1000,FALSE,Cloudy,Night,Wet,50+,2,Medium,Learner,TRUE,24,Delhi,4,3,4062,Disputed
16-03-2024,Udyog Vihar,Auto-rickshaw,Wrong-Side Driving,29415,FALSE,Stormy,Morning,Under Construction,36-50,0,Low,Expired,FALSE,72,Delhi,10,1,4743,Paid
12-09-2024,NH-8,Car,No Seatbelt,1000,FALSE,Cloudy,Morning,Wet,50+,1,High,Suspended,TRUE,114,Punjab,6,3,1618,Unpaid
09-02-2024,Manesar Toll,Car,Speeding,4540,TRUE,Clear,Night,Slippery,26-35,5,High,Learner,FALSE,53,Punjab,1,3,1896,Paid
22-01-2024,Cyber City,Truck,Red-Light Jump,4702,FALSE,Stormy,Morning,Slippery,26-35,3,Low,Expired,TRUE,0,Delhi,10,1,3597,Disputed
12-10-2024,Rajiv Chowk,Bus,No Seatbelt,1000,FALSE,Rainy,Morning,Wet,36-50,5,Low,Valid,FALSE,117,Haryana,9,2,2924,Disputed
05-12-2024,Signature Tower Chowk,Bike,DUI,5318,TRUE,Clear,Night,Dry,26-35,3,Low,Learner,TRUE,94,Rajasthan,9,3,2268,Unpaid
03-06-2024,Cyber City,Truck,No Seatbelt,1000,FALSE,Clear,Night,Slippery,50+,5,High,Valid,TRUE,19,Punjab,4,1,1995,Unpaid
12-10-2024,Sikanderpur,Bus,Wrong-Side Driving,7488,FALSE,Stormy,Morning,Slippery,50+,4,Low,Expired,TRUE,56,Punjab,2,3,3838,Unpaid
06-03-2024,Udyog Vihar,Bus,Speeding,1013,TRUE,Stormy,Night,Slippery,18-25,5,Medium,Suspended,TRUE,104,Punjab,7,2,4303,Paid
23-05-2024,Sohna Road near Iris Tech Park,Truck,No Seatbelt,1000,FALSE,Cloudy,Evening,Dry,50+,4,Medium,Expired,FALSE,28,Haryana,3,1,3674,Paid
18-02-2024,Cyber City,Truck,Red-Light Jump,4062,FALSE,Rainy,Night,Wet,26-35,0,Medium,Valid,TRUE,4,Haryana,9,3,1085,Unpaid
03-12-2024,Sector 29,Bike,Wrong-Side Driving,2138,TRUE,Stormy,Morning,Dry,50+,3,Medium,Expired,TRUE,98,Haryana,3,1,4493,Disputed
14-03-2024,Sheetala Mata Road,Bike,Red-Light Jump,,FALSE,Stormy,Morning,Under Construction,36-50,1,Low,Learner,FALSE,45,Rajasthan,2,1,2831,Paid
14-12-2024,Manesar Toll,Bike,Speeding,1509,FALSE,Cloudy,Morning,Under Construction,50+,1,High,Suspended,FALSE,78,Uttar Pradesh,7,3,2090,Disputed
25-02-2024,Udyog Vihar,Auto-rickshaw,Red-Light Jump,1991,FALSE,Cloudy,Night,Slippery,26-35,0,High,Learner,FALSE,87,Delhi,9,3,629,Paid
15-10-2024,Udyog Vihar,Truck,Red-Light Jump,1929,FALSE,Stormy,Afternoon,Slippery,36-50,1,Medium,Expired,FALSE,8,Haryana,1,1,4354,Disputed
16-08-2024,Rajiv Chowk,Bike,Wrong-Side Driving,7732,TRUE,Clear,Morning,Slippery,36-50,2,Medium,Valid,FALSE,9,Rajasthan,7,1,1814,Paid
26-03-2024,IFFCO Chowk,Car,Red-Light Jump,3825,FALSE,Cloudy,Evening,Wet,26-35,2,Low,Suspended,TRUE,52,Uttar Pradesh,9,3,2517,Disputed
05-05-2024,Manesar Toll,Car,No Seatbelt,1000,TRUE,Foggy,Morning,Wet,18-25,5,High,Suspended,TRUE,15,Punjab,5,1,4223,Unpaid
10-12-2024,NH-8,Car,Red-Light Jump,4549,FALSE,Foggy,Afternoon,Slippery,26-35,0,Low,Suspended,TRUE,2,Punjab,9,1,2918,Disputed
14-08-2024,Sikanderpur,Truck,Red-Light Jump,3496,FALSE,Foggy,Evening,Under Construction,18-25,0,High,Valid,FALSE,112,Uttar Pradesh,7,2,2334,Disputed
04-03-2024,Manesar Toll,Auto-rickshaw,DUI,6423,TRUE,Rainy,Afternoon,Dry,50+,5,Low,Learner,FALSE,103,Uttar Pradesh,8,3,2274,Disputed
24-12-2024,Sheetala Mata Road,Bus,Wrong-Side Driving,7986,FALSE,Rainy,Evening,Slippery,50+,5,Medium,Learner,FALSE,90,Uttar Pradesh,7,2,3459,Disputed
04-12-2024,Sector 29,Car,Red-Light Jump,1506,FALSE,Cloudy,Morning,Under Construction,26-35,2,Low,Suspended,TRUE,3,Haryana,9,1,2808,Unpaid
23-04-2024,IFFCO Chowk,Truck,DUI,8838,TRUE,Clear,Night,Under Construction,36-50,3,High,Suspended,FALSE,76,Haryana,10,2,1429,Disputed
09-11-2024,Rajiv Chowk,Auto-rickshaw,No Seatbelt,1000,FALSE,Cloudy,Night,Dry,36-50,2,High,Suspended,FALSE,104,Punjab,9,3,2667,Paid
16-09-2024,IFFCO Chowk,Car,Speeding,3556,FALSE,Stormy,Afternoon,Slippery,18-25,1,Medium,Valid,TRUE,27,Haryana,1,3,1123,Paid
08-06-2024,Golf Course Road,Auto-rickshaw,DUI,6399,FALSE,Cloudy,Night,Under Construction,36-50,5,Medium,Valid,TRUE,32,Rajasthan,10,1,2463,Paid
12-10-2024,Udyog Vihar,Auto-rickshaw,DUI,7704,FALSE,Foggy,Night,Under Construction,50+,4,High,Learner,FALSE,86,Uttar Pradesh,1,2,4082,Paid
21-08-2024,Sikanderpur,Bus,Wrong-Side Driving,7400,FALSE,Rainy,Morning,Under Construction,50+,4,Medium,Valid,FALSE,117,Delhi,7,1,3905,Unpaid
06-06-2024,Sector 29,Car,Red-Light Jump,4783,FALSE,Foggy,Night,Dry,36-50,1,High,Learner,TRUE,114,Uttar Pradesh,8,1,4969,Paid
07-01-2024,Udyog Vihar,Auto-rickshaw,Red-Light Jump,3304,FALSE,Cloudy,Afternoon,Wet,26-35,0,Low,Expired,TRUE,40,Rajasthan,4,1,4415,Unpaid
20-07-2024,Golf Course Road,Car,Wrong-Side Driving,5495,FALSE,Foggy,Night,Wet,50+,3,Low,Expired,TRUE,119,Punjab,2,3,4488,Disputed
17-05-2024,Cyber City,Truck,Wrong-Side Driving,4463,FALSE,Clear,Afternoon,Dry,36-50,1,Low,Expired,FALSE,120,Uttar Pradesh,6,3,4228,Disputed
10-11-2024,MG Road,Car,No Seatbelt,1000,FALSE,Stormy,Morning,Dry,18-25,4,Low,Valid,TRUE,90,Rajasthan,3,1,2886,Disputed
09-02-2024,Manesar Toll,Truck,Speeding,3640,TRUE,Cloudy,Night,Slippery,26-35,0,Medium,Expired,FALSE,70,Haryana,8,1,3006,Disputed
16-07-2024,Huda City Center,Bus,Red-Light Jump,1583,TRUE,Cloudy,Night,Wet,50+,22,High,Suspended,FALSE,39,Rajasthan,7,3,908,Paid
03-10-2024,MG Road,Auto-rickshaw,Wrong-Side Driving,4358,FALSE,Stormy,Morning,Slippery,36-50,3,Low,Expired,TRUE,89,Delhi,2,2,1719,Disputed
