Date,Location,Vehicle_Type,Violation_Type,Fine_Amount,Repeat_Offender,Weather_Condition,Time_of_Day,Road_Condition,Driver_Age_Group,Passengers_Count,Traffic_Density,License_Status,Accident_Involved,Speed_Recorded_kmphr,Vehicle_Registration_State,Officer_ID,Previous_Violations,Insurance_Penalty,Fine_Payment_Status,year_no,month_no,month_name,quarter_no
2024-02-10,Sector 56,Auto-rickshaw,Speeding,3823,True,Rainy,Evening,Slippery,26-35,5,Low,Expired,False,26,Punjab,4,2,3625,Paid,2024,2,February,1
2024-01-18,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,4725,True,Clear,Night,Slippery,50+,5,Low,Valid,True,27,Rajasthan,4,2,3879,Disputed,2024,1,January,1
2024-07-06,Sikanderpur,Auto-rickshaw,Speeding,4076,False,Rainy,Night,Dry,36-50,1,Low,Suspended,False,5,Delhi,8,2,4100,Disputed,2024,7,July,3
2024-07-01,Sikanderpur,Bus,Speeding,3787,True,Foggy,Morning,Slippery,26-35,4,High,Expired,True,24,Haryana,3,2,3284,Unpaid,2024,7,July,3
2024-10-24,Manesar Toll,Auto-rickshaw,Wrong-Side Driving,5605,True,Cloudy,Morning,Dry,18-25,2,Low,Learner,False,80,Delhi,2,3,4150,Paid,2024,10,October,4
2024-10-24,NH-8,Car,Wrong-Side Driving,4994,False,Stormy,Morning,Wet,26-35,2,Low,Learner,True,61,Delhi,8,2,4800,Disputed,2024,10,October,4
2024-10-21,Sohna Road near Iris Tech Park,Auto-rickshaw,DUI,5357,False,Clear,Afternoon,Wet,26-35,3,High,Valid,False,56,Haryana,2,2,889,Paid,2024,10,October,4
2024-01-27,Huda City Center,Auto-rickshaw,Speeding,3838,True,Cloudy,Afternoon,Slippery,18-25,2,Medium,Learner,False,6,Punjab,10,3,2978,Unpaid,2024,1,January,1
2024-12-06,Rajiv Chowk,Bike,DUI,7929,False,Stormy,Night,Slippery,18-25,3,Medium,Expired,False,79,Rajasthan,4,1,1114,Unpaid,2024,12,December,4
2024-09-06,Sector 29,Bus,No Seatbelt,1000,False,Stormy,Night,Dry,18-25,5,Medium,Valid,False,23,Punjab,5,2,4578,Disputed,2024,9,September,3
2024-11-02,Golf Course Road,Auto-rickshaw,DUI,9440,False,Rainy,Evening,Wet,50+,5,Medium,Suspended,True,8,Uttar Pradesh,2,3,2227,Paid,2024,11,November,4
2024-12-12,Manesar Toll,Truck,DUI,8918,False,Rainy,Evening,Under Construction,18-25,5,Medium,Suspended,False,55,Haryana,2,3,4562,Disputed,2024,12,December,4
2024-11-13,Sheetala Mata Road,Bike,DUI,5589,True,Stormy,Evening,Slippery,50+,0,High,Suspended,True,18,Haryana,9,1,1341,Paid,2024,11,November,4
2024-05-08,Sector 29,Auto-rickshaw,Wrong-Side Driving,4994,False,Rainy,Evening,Dry,26-35,5,Medium,Suspended,False,54,Delhi,2,1,2146,Disputed,2024,5,May,2
2024-07-25,Sohna Road near Iris Tech Park,Bike,DUI,6863,True,Foggy,Night,Dry,26-35,2,Medium,Expired,False,109,Uttar Pradesh,3,3,1629,Paid,2024,7,July,3
2024-12-22,Golf Course Road,Bike,Red-Light Jump,3044,False,Stormy,Morning,Under Construction,26-35,4,High,Learner,True,61,Haryana,4,1,1400,Disputed,2024,12,December,4
2024-12-16,Huda City Center,Car,DUI,7609,False,Cloudy,Morning,Dry,36-50,1,Low,Valid,False,83,Uttar Pradesh,5,1,4706,Paid,2024,12,December,4
2024-01-25,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,3465,False,Rainy,Afternoon,Dry,36-50,0,Medium,Suspended,False,42,Punjab,1,2,1884,Unpaid,2024,1,January,1
2024-01-13,Udyog Vihar,Bus,Speeding,4316,True,Stormy,Morning,Under Construction,18-25,3,High,Learner,True,92,Delhi,10,1,4854,Unpaid,2024,1,January,1
2024-04-16,NH-8,Bike,Red-Light Jump,4507,False,Stormy,Afternoon,Slippery,26-35,2,Medium,Expired,False,46,Punjab,10,1,519,Unpaid,2024,4,April,2
2024-04-21,Sheetala Mata Road,Auto-rickshaw,No Seatbelt,1000,False,Cloudy,Night,Slippery,50+,1,Medium,Valid,True,43,Delhi,6,1,3059,Disputed,2024,4,April,2
2024-11-16,Signature Tower Chowk,Car,DUI,6036,False,Rainy,Night,Dry,18-25,5,Low,Valid,False,34,Uttar Pradesh,6,3,4248,Unpaid,2024,11,November,4
2024-11-25,Huda City Center,Auto-rickshaw,Wrong-Side Driving,6423,False,Rainy,Afternoon,Slippery,26-35,5,Low,Suspended,False,40,Punjab,10,2,4407,Paid,2024,11,November,4
2024-02-19,Sikanderpur,Bus,Wrong-Side Driving,7318,False,Rainy,Afternoon,Wet,50+,2,Low,Learner,True,79,Punjab,4,2,4544,Disputed,2024,2,February,1
2024-08-12,Sikanderpur,Bus,DUI,6306,True,Cloudy,Morning,Dry,36-50,1,High,Learner,False,73,Punjab,7,2,1586,Unpaid,2024,8,August,3
2024-06-04,Rajiv Chowk,Bike,No Helmet,1000,False,Cloudy,Night,Under Construction,36-50,4,Medium,Suspended,True,56,Haryana,1,3,2694,Paid,2024,6,June,2
2024-12-16,Sheetala Mata Road,Bus,Wrong-Side Driving,2386,False,Cloudy,Night,Wet,26-35,4,High,Suspended,True,120,Delhi,9,2,2520,Disputed,2024,12,December,4
2024-11-17,Manesar Toll,Truck,DUI,8321,True,Stormy,Evening,Wet,26-35,4,Medium,Learner,True,22,Rajasthan,4,3,1889,Disputed,2024,11,November,4
2024-01-20,Sikanderpur,Truck,DUI,9477,False,Foggy,Evening,Dry,26-35,1,Medium,Expired,True,110,Delhi,4,2,2959,Disputed,2024,1,January,1
2024-04-18,Sikanderpur,Bus,Speeding,4260,True,Cloudy,Morning,Dry,18-25,0,High,Suspended,True,105,Delhi,1,1,4455,Disputed,2024,4,April,2
2024-02-22,Sikanderpur,Bike,Speeding,4752,True,Clear,Evening,Wet,26-35,2,Low,Suspended,True,29,Haryana,7,3,3093,Paid,2024,2,February,1
2024-07-04,NH-8,Truck,Speeding,2864,False,Rainy,Morning,Slippery,26-35,3,Medium,Suspended,False,76,Haryana,6,3,642,Paid,2024,7,July,3
2024-06-02,MG Road,Bike,Wrong-Side Driving,5510,True,Cloudy,Morning,Dry,50+,2,Low,Learner,False,13,Punjab,5,3,4846,Paid,2024,6,June,2
2024-01-12,Huda City Center,Auto-rickshaw,Red-Light Jump,3172,False,Stormy,Afternoon,Slippery,50+,4,Low,Valid,True,98,Punjab,10,1,2788,Paid,2024,1,January,1
2024-04-01,IFFCO Chowk,Bus,Speeding,2864,True,Clear,Evening,Under Construction,36-50,2,Low,Valid,False,101,Punjab,5,3,3271,Unpaid,2024,4,April,2
2024-05-28,Sheetala Mata Road,Car,Speeding,2349,False,Clear,Night,Under Construction,50+,3,Medium,Valid,True,84,Punjab,10,3,3048,Disputed,2024,5,May,2
2024-05-27,Udyog Vihar,Truck,Speeding,1282,False,Cloudy,Afternoon,Under Construction,36-50,5,Low,Expired,True,65,Uttar Pradesh,4,1,2735,Paid,2024,5,May,2
2024-05-17,Cyber City,Bus,Wrong-Side Driving,6103,True,Foggy,Night,Dry,50+,3,High,Learner,True,99,Rajasthan,6,2,1226,Paid,2024,5,May,2
2024-01-27,Sector 29,Bus,Wrong-Side Driving,2974,False,Clear,Morning,Under Construction,18-25,5,High,Suspended,True,6,Haryana,7,3,3551,Unpaid,2024,1,January,1
2024-04-11,Sheetala Mata Road,Car,DUI,6696,True,Stormy,Morning,Wet,18-25,2,High,Suspended,False,119,Haryana,6,3,4419,Paid,2024,4,April,2
2024-03-08,Sohna Road near Iris Tech Park,Bike,DUI,9524,False,Foggy,Afternoon,Wet,50+,3,Low,Valid,True,93,Uttar Pradesh,10,2,4906,Disputed,2024,3,March,1
2024-11-20,Signature Tower Chowk,Bike,Wrong-Side Driving,5652,False,Rainy,Evening,Dry,36-50,2,High,Learner,True,43,Punjab,10,3,4820,Disputed,2024,11,November,4
2024-03-16,Rajiv Chowk,Bus,Wrong-Side Driving,7437,True,Cloudy,Evening,Under Construction,36-50,2,High,Expired,True,85,Uttar Pradesh,9,2,4192,Paid,2024,3,March,1
2024-06-26,MG Road,Truck,No Seatbelt,1000,False,Foggy,Night,Slippery,26-35,0,Medium,Learner,False,54,Haryana,6,1,3748,Disputed,2024,6,June,2
2024-03-20,Sector 29,Auto-rickshaw,Speeding,3435,False,Cloudy,Night,Wet,18-25,5,Medium,Suspended,False,20,Uttar Pradesh,6,3,4713,Disputed,2024,3,March,1
2024-05-18,Rajiv Chowk,Auto-rickshaw,Red-Light Jump,4626,False,Foggy,Evening,Slippery,50+,5,Low,Expired,False,27,Punjab,3,2,1801,Disputed,2024,5,May,2
2024-12-01,Sohna Road near Iris Tech Park,Car,Wrong-Side Driving,2592,False,Stormy,Afternoon,Under Construction,18-25,1,High,Learner,False,59,Punjab,8,3,2059,Paid,2024,12,December,4
2024-09-14,Golf Course Road,Auto-rickshaw,DUI,9017,True,Stormy,Night,Dry,50+,4,Medium,Learner,True,66,Delhi,1,2,3410,Paid,2024,9,September,3
2024-05-02,Manesar Toll,Truck,DUI,6168,False,Foggy,Evening,Slippery,36-50,3,Low,Valid,True,92,Rajasthan,1,2,4747,Unpaid,2024,5,May,2
2024-01-17,Sector 29,Truck,Wrong-Side Driving,6379,True,Foggy,Night,Slippery,50+,2,Medium,Learner,False,88,Punjab,7,1,2484,Disputed,2024,1,January,1
2024-03-11,Rajiv Chowk,Bike,No Helmet,1000,False,Cloudy,Evening,Dry,18-25,1,High,Valid,False,10,Punjab,9,1,2655,Unpaid,2024,3,March,1
2024-08-21,Manesar Toll,Car,Wrong-Side Driving,5249,True,Rainy,Afternoon,Under Construction,50+,0,Low,Suspended,True,15,Punjab,6,2,2071,Disputed,2024,8,August,3
2024-02-15,IFFCO Chowk,Bike,DUI,6702,False,Stormy,Night,Wet,18-25,1,Low,Suspended,True,83,Haryana,9,2,1571,Paid,2024,2,February,1
2024-02-09,Sohna Road near Iris Tech Park,Truck,DUI,5852,False,Clear,Night,Under Construction,36-50,3,Medium,Suspended,False,21,Haryana,3,2,4939,Unpaid,2024,2,February,1
2024-09-14,NH-8,Truck,Wrong-Side Driving,6926,False,Foggy,Evening,Under Construction,36-50,3,Low,Expired,False,9,Haryana,5,1,4008,Unpaid,2024,9,September,3
2024-11-11,Manesar Toll,Auto-rickshaw,DUI,7463,True,Rainy,Night,Wet,50+,5,High,Learner,False,120,Haryana,2,3,1633,Paid,2024,11,November,4
2024-11-08,Huda City Center,Truck,No Seatbelt,1000,True,Cloudy,Evening,Slippery,26-35,5,Low,Valid,False,1,Uttar Pradesh,8,3,1990,Paid,2024,11,November,4
2024-12-16,Huda City Center,Car,Speeding,1373,False,Stormy,Evening,Under Construction,26-35,0,Medium,Suspended,False,21,Delhi,8,3,959,Disputed,2024,12,December,4
2024-05-28,Golf Course Road,Truck,DUI,6251,False,Stormy,Evening,Slippery,36-50,5,Medium,Expired,True,16,Delhi,1,3,3624,Unpaid,2024,5,May,2
2024-08-09,Signature Tower Chowk,Truck,Red-Light Jump,4377,True,Clear,Evening,Dry,26-35,0,Low,Expired,False,22,Punjab,6,1,2804,Unpaid,2024,8,August,3
2024-08-25,Manesar Toll,Truck,Red-Light Jump,2782,False,Cloudy,Night,Under Construction,36-50,3,Medium,Learner,True,120,Delhi,6,2,3927,Disputed,2024,8,August,3
2024-09-06,Cyber City,Truck,Speeding,1863,False,Cloudy,Morning,Under Construction,26-35,3,Low,Suspended,False,94,Uttar Pradesh,3,1,675,Paid,2024,9,September,3
2024-09-15,Sector 29,Bike,No Helmet,1000,True,Cloudy,Night,Wet,26-35,1,Low,Expired,True,26,Rajasthan,5,2,2807,Paid,2024,9,September,3
2024-03-19,Cyber City,Truck,Red-Light Jump,4151,False,Cloudy,Morning,Under Construction,26-35,3,High,Learner,False,16,Rajasthan,6,3,1942,Unpaid,2024,3,March,1
2024-09-20,Udyog Vihar,Bus,DUI,29000,True,Rainy,Evening,Dry,26-35,3,Medium,Expired,False,10,Rajasthan,3,3,3491,Unpaid,2024,9,September,3
2024-12-01,Sikanderpur,Auto-rickshaw,No Seatbelt,1000,False,Clear,Evening,Slippery,50+,4,Medium,Valid,False,96,Uttar Pradesh,4,3,1261,Disputed,2024,12,December,4
2024-05-16,Sikanderpur,Car,Red-Light Jump,2945,False,Rainy,Night,Slippery,50+,0,Medium,Learner,True,55,Haryana,10,2,1377,Unpaid,2024,5,May,2
2024-12-22,Sector 56,Bus,No Seatbelt,1000,False,Rainy,Morning,Under Construction,26-35,0,Low,Suspended,True,84,Delhi,9,3,3382,Paid,2024,12,December,4
2024-03-02,Sector 56,Auto-rickshaw,Red-Light Jump,4558,False,Cloudy,Morning,Wet,26-35,0,Low,Learner,False,20,Haryana,2,3,4513,Paid,2024,3,March,1
2024-12-19,Manesar Toll,Car,Wrong-Side Driving,5401,False,Rainy,Morning,Wet,26-35,5,Low,Suspended,True,3,Haryana,6,3,4212,Disputed,2024,12,December,4
2024-10-05,Sheetala Mata Road,Truck,Wrong-Side Driving,3922,False,Cloudy,Morning,Slippery,18-25,5,High,Learner,True,42,Delhi,2,1,3077,Disputed,2024,10,October,4
2024-05-27,Rajiv Chowk,Auto-rickshaw,Red-Light Jump,2079,False,Stormy,Night,Dry,18-25,1,High,Expired,True,101,Haryana,5,2,1222,Disputed,2024,5,May,2
2024-07-12,Sheetala Mata Road,Car,Speeding,3483,True,Clear,Morning,Dry,50+,4,Medium,Valid,False,7,Haryana,1,2,716,Paid,2024,7,July,3
2024-05-26,Sheetala Mata Road,Car,No Seatbelt,1000,False,Stormy,Morning,Wet,18-25,5,Medium,Valid,True,64,Haryana,5,3,864,Unpaid,2024,5,May,2
2024-02-10,Golf Course Road,Truck,No Seatbelt,1000,True,Foggy,Evening,Dry,18-25,0,Medium,Suspended,False,91,Delhi,8,2,3637,Unpaid,2024,2,February,1
2024-10-16,NH-8,Car,No Seatbelt,1000,False,Stormy,Morning,Dry,18-25,0,Medium,Learner,True,19,Delhi,10,1,4795,Paid,2024,10,October,4
2024-04-01,Sector 56,Car,Wrong-Side Driving,3853,True,Cloudy,Evening,Slippery,50+,0,Medium,Expired,True,116,Haryana,6,2,3124,Paid,2024,4,April,2
2024-12-17,NH-8,Bus,No Seatbelt,1000,False,Foggy,Night,Under Construction,18-25,1,High,Learner,False,57,Uttar Pradesh,5,2,4345,Unpaid,2024,12,December,4
2024-03-08,Sikanderpur,Auto-rickshaw,Wrong-Side Driving,3425,True,Cloudy,Afternoon,Dry,50+,0,High,Expired,True,32,Uttar Pradesh,6,3,1664,Disputed,2024,3,March,1
2024-10-22,Huda City Center,Car,No Seatbelt,1000,True,Stormy,Evening,Under Construction,18-25,4,Medium,Valid,True,44,Delhi,5,2,702,Disputed,2024,10,October,4
2024-03-24,Cyber City,Bus,DUI,6223,False,Cloudy,Morning,Under Construction,18-25,1,High,Expired,False,85,Delhi,10,2,1677,Paid,2024,3,March,1
2024-09-07,IFFCO Chowk,Bus,No Seatbelt,1000,False,Clear,Night,Slippery,36-50,1,Low,Learner,False,104,Uttar Pradesh,5,1,4767,Unpaid,2024,9,September,3
2024-11-09,Sector 56,Truck,No Seatbelt,1000,True,Stormy,Afternoon,Wet,18-25,5,Low,Learner,False,29,Delhi,3,3,828,Unpaid,2024,11,November,4
2024-12-16,Golf Course Road,Truck,Speeding,2252,True,Clear,Night,Wet,36-50,3,Medium,Valid,False,75,Delhi,5,1,2661,Disputed,2024,12,December,4
2024-08-08,Rajiv Chowk,Truck,Red-Light Jump,4584,False,Cloudy,Morning,Slippery,26-35,3,High,Learner,True,89,Haryana,6,3,2244,Unpaid,2024,8,August,3
2024-01-24,Sector 56,Car,No Seatbelt,1000,False,Clear,Morning,Wet,18-25,2,High,Valid,True,78,Uttar Pradesh,10,2,3456,Unpaid,2024,1,January,1
2024-08-18,Sector 29,Auto-rickshaw,No Seatbelt,1000,False,Cloudy,Afternoon,Wet,18-25,5,High,Expired,False,19,Uttar Pradesh,1,2,3718,Paid,2024,8,August,3
2024-03-21,Huda City Center,Truck,DUI,7858,True,Foggy,Night,Dry,36-50,4,Low,Expired,True,89,Haryana,9,1,1504,Disputed,2024,3,March,1
2024-12-23,Huda City Center,Truck,Speeding,1441,False,Stormy,Evening,Wet,26-35,1,Medium,Valid,False,78,Delhi,8,3,4371,Disputed,2024,12,December,4
2024-12-27,Golf Course Road,Bus,Wrong-Side Driving,4843,False,Cloudy,Afternoon,Dry,36-50,4,High,Suspended,True,115,Rajasthan,4,3,3842,Disputed,2024,12,December,4
2024-04-05,MG Road,Car,No Seatbelt,1000,False,Stormy,Morning,Dry,50+,4,Medium,Suspended,True,117,Delhi,1,3,1550,Disputed,2024,4,April,2
2024-02-09,NH-8,Bus,Speeding,2582,False,Rainy,Night,Slippery,26-35,3,High,Suspended,True,78,Delhi,5,1,3074,Unpaid,2024,2,February,1
2024-05-10,Sohna Road near Iris Tech Park,Car,No Seatbelt,1000,True,Cloudy,Afternoon,Slippery,18-25,4,Medium,Suspended,False,84,Uttar Pradesh,5,2,1035,Unpaid,2024,5,May,2
2024-10-03,IFFCO Chowk,Truck,Speeding,1017,False,Clear,Morning,Slippery,26-35,1,High,Suspended,False,35,Uttar Pradesh,2,1,4876,Unpaid,2024,10,October,4
2024-03-19,Sector 56,Truck,Wrong-Side Driving,4994,False,Clear,Morning,Dry,18-25,0,Medium,Suspended,True,55,Haryana,7,1,3574,Disputed,2024,3,March,1
2024-01-24,Sikanderpur,Car,No Seatbelt,1000,False,Stormy,Morning,Wet,36-50,5,Low,Expired,True,75,Rajasthan,9,3,1993,Paid,2024,1,January,1
2024-04-08,Golf Course Road,Car,Speeding,2447,True,Clear,Evening,Slippery,26-35,0,High,Suspended,False,9,Uttar Pradesh,9,3,827,Unpaid,2024,4,April,2
2024-06-24,Sector 29,Truck,No Seatbelt,1000,True,Foggy,Night,Slippery,26-35,3,Low,Learner,True,50,Delhi,2,1,2122,Paid,2024,6,June,2
2024-08-23,Signature Tower Chowk,Car,Wrong-Side Driving,4790,False,Rainy,Morning,Slippery,36-50,0,Low,Expired,True,17,Punjab,10,2,2478,Unpaid,2024,8,August,3
2024-12-26,MG Road,Auto-rickshaw,Speeding,1342,False,Cloudy,Afternoon,Under Construction,50+,5,High,Valid,True,117,Rajasthan,5,3,3186,Paid,2024,12,December,4
2024-11-14,MG Road,Bus,DUI,5353,False,Foggy,Evening,Under Construction,26-35,9,Low,Suspended,True,46,Haryana,8,3,2210,Disputed,2024,11,November,4
2024-06-15,Huda City Center,Auto-rickshaw,Wrong-Side Driving,2596,True,Clear,Night,Under Construction,26-35,5,High,Learner,False,19,Rajasthan,2,2,2131,Disputed,2024,6,June,2
2024-12-11,Rajiv Chowk,Truck,No Seatbelt,1000,False,Cloudy,Afternoon,Wet,18-25,0,Low,Expired,False,89,Punjab,5,2,4749,Unpaid,2024,12,December,4
2024-05-09,MG Road,Truck,Wrong-Side Driving,3524,True,Clear,Afternoon,Dry,36-50,1,High,Suspended,False,4,Punjab,9,2,1950,Unpaid,2024,5,May,2
2024-05-12,MG Road,Truck,Wrong-Side Driving,7312,True,Rainy,Night,Under Construction,36-50,0,High,Expired,False,109,Uttar Pradesh,2,1,4252,Unpaid,2024,5,May,2
2024-06-26,Sohna Road near Iris Tech Park,Bike,Red-Light Jump,2874,False,Stormy,Evening,Wet,36-50,0,High,Valid,False,7,Delhi,6,1,3394,Unpaid,2024,6,June,2
2024-11-16,Golf Course Road,Car,Speeding,2227,True,Stormy,Afternoon,Wet,36-50,2,Low,Expired,False,97,Punjab,2,3,1620,Unpaid,2024,11,November,4
2024-05-27,Sheetala Mata Road,Auto-rickshaw,Speeding,4726,True,Clear,Afternoon,Wet,26-35,2,Medium,Suspended,True,99,Delhi,8,2,1838,Paid,2024,5,May,2
2024-07-26,Sikanderpur,Bus,No Seatbelt,1000,True,Cloudy,Evening,Dry,50+,21,Low,Suspended,True,97,Rajasthan,5,2,3572,Paid,2024,7,July,3
2024-05-01,Signature Tower Chowk,Bus,Wrong-Side Driving,5402,True,Foggy,Morning,Dry,50+,3,High,Suspended,True,119,Punjab,1,2,2384,Paid,2024,5,May,2
2024-05-27,Cyber City,Bus,Red-Light Jump,2272,False,Cloudy,Morning,Under Construction,26-35,14,High,Suspended,False,4,Punjab,7,2,1805,Disputed,2024,5,May,2
2024-01-13,Sector 56,Bike,No Helmet,1000,False,Rainy,Evening,Slippery,18-25,4,Low,Learner,False,56,Haryana,9,2,1894,Disputed,2024,1,January,1
2024-07-17,Cyber City,Truck,DUI,6948,False,Stormy,Morning,Wet,26-35,1,Low,Learner,True,22,Haryana,2,1,4062,Paid,2024,7,July,3
2024-02-11,Manesar Toll,Truck,Red-Light Jump,3168,False,Foggy,Night,Slippery,50+,1,High,Learner,True,82,Punjab,4,1,4641,Disputed,2024,2,February,1
2024-05-22,IFFCO Chowk,Truck,Wrong-Side Driving,4381,False,Cloudy,Evening,Dry,18-25,1,Medium,Valid,True,22,Haryana,4,2,2923,Unpaid,2024,5,May,2
2024-02-06,NH-8,Car,Wrong-Side Driving,5601,True,Stormy,Night,Wet,50+,2,Low,Expired,False,53,Haryana,1,1,1189,Paid,2024,2,February,1
2024-02-07,Sector 56,Truck,No Seatbelt,1000,True,Clear,Morning,Under Construction,50+,5,Medium,Learner,False,114,Rajasthan,10,1,2578,Unpaid,2024,2,February,1
2024-09-01,MG Road,Auto-rickshaw,Red-Light Jump,2271,False,Cloudy,Morning,Dry,50+,0,Medium,Learner,False,103,Haryana,7,2,1459,Unpaid,2024,9,September,3
2024-04-05,Golf Course Road,Car,Red-Light Jump,2520,False,Stormy,Morning,Wet,18-25,1,High,Learner,False,50,Uttar Pradesh,8,2,1306,Unpaid,2024,4,April,2
2024-12-11,Manesar Toll,Car,Speeding,3172,False,Rainy,Evening,Wet,26-35,5,Low,Valid,False,19,Delhi,3,2,2519,Disputed,2024,12,December,4
2024-09-07,Sikanderpur,Auto-rickshaw,Red-Light Jump,3215,False,Stormy,Evening,Slippery,26-35,0,Low,Learner,False,89,Haryana,6,2,4129,Paid,2024,9,September,3
2024-08-19,Sector 29,Truck,DUI,7858,True,Rainy,Morning,Under Construction,50+,4,Low,Learner,False,59,Punjab,6,3,4890,Paid,2024,8,August,3
2024-02-23,Rajiv Chowk,Car,Red-Light Jump,4880,False,Rainy,Night,Wet,18-25,3,High,Valid,True,61,Delhi,7,2,2298,Unpaid,2024,2,February,1
2024-04-28,Sheetala Mata Road,Bike,Speeding,4480,False,Stormy,Night,Slippery,36-50,4,Low,Valid,False,20,Uttar Pradesh,7,1,2960,Paid,2024,4,April,2
2024-07-28,NH-8,Truck,Speeding,1152,False,Rainy,Morning,Under Construction,26-35,0,High,Suspended,True,36,Rajasthan,4,1,1493,Paid,2024,7,July,3
2024-06-26,Signature Tower Chowk,Car,Speeding,1593,True,Clear,Evening,Wet,26-35,3,Medium,Valid,False,71,Haryana,6,1,1376,Paid,2024,6,June,2
2024-04-23,Sheetala Mata Road,Car,DUI,8427,False,Foggy,Night,Wet,50+,4,Medium,Learner,False,48,Rajasthan,4,2,2039,Unpaid,2024,4,April,2
2024-07-13,Cyber City,Bus,Wrong-Side Driving,4627,False,Stormy,Night,Under Construction,18-25,5,Low,Expired,True,29,Haryana,5,2,3367,Paid,2024,7,July,3
2024-12-14,Manesar Toll,Car,Wrong-Side Driving,7612,False,Stormy,Morning,Slippery,50+,4,Medium,Learner,True,105,Delhi,3,3,3517,Unpaid,2024,12,December,4
2024-07-26,Signature Tower Chowk,Bike,DUI,8166,False,Stormy,Evening,Under Construction,18-25,4,Low,Learner,True,41,Haryana,7,3,1138,Paid,2024,7,July,3
2024-12-24,Sikanderpur,Bike,Wrong-Side Driving,4632,False,Stormy,Morning,Wet,36-50,4,High,Valid,True,11,Uttar Pradesh,4,2,2337,Paid,2024,12,December,4
2024-05-06,Sikanderpur,Truck,Wrong-Side Driving,4876,False,Rainy,Afternoon,Wet,36-50,4,High,Valid,False,118,Uttar Pradesh,4,3,2372,Disputed,2024,5,May,2
2024-10-18,Sector 29,Car,Speeding,4309,False,Rainy,Afternoon,Under Construction,36-50,2,Low,Valid,True,14,Haryana,1,1,4586,Paid,2024,10,October,4
2024-07-02,Sikanderpur,Car,No Seatbelt,1000,False,Cloudy,Night,Wet,50+,2,Medium,Learner,True,24,Delhi,4,3,4062,Disputed,2024,7,July,3
2024-03-16,Udyog Vihar,Auto-rickshaw,Wrong-Side Driving,29415,False,Stormy,Morning,Under Construction,36-50,0,Low,Expired,False,72,Delhi,10,1,4743,Paid,2024,3,March,1
2024-09-12,NH-8,Car,No Seatbelt,1000,False,Cloudy,Morning,Wet,50+,1,High,Suspended,True,114,Punjab,6,3,1618,Unpaid,2024,9,September,3
2024-02-09,Manesar Toll,Car,Speeding,4540,True,Clear,Night,Slippery,26-35,5,High,Learner,False,53,Punjab,1,3,1896,Paid,2024,2,February,1
2024-01-22,Cyber City,Truck,Red-Light Jump,4702,False,Stormy,Morning,Slippery,26-35,3,Low,Expired,True,0,Delhi,10,1,3597,Disputed,2024,1,January,1
2024-10-12,Rajiv Chowk,Bus,No Seatbelt,1000,False,Rainy,Morning,Wet,36-50,5,Low,Valid,False,117,Haryana,9,2,2924,Disputed,2024,10,October,4
2024-12-05,Signature Tower Chowk,Bike,DUI,5318,True,Clear,Night,Dry,26-35,3,Low,Learner,True,94,Rajasthan,9,3,2268,Unpaid,2024,12,December,4
2024-06-03,Cyber City,Truck,No Seatbelt,1000,False,Clear,Night,Slippery,50+,5,High,Valid,True,19,Punjab,4,1,1995,Unpaid,2024,6,June,2
2024-10-12,Sikanderpur,Bus,Wrong-Side Driving,7488,False,Stormy,Morning,Slippery,50+,4,Low,Expired,True,56,Punjab,2,3,3838,Unpaid,2024,10,October,4
2024-03-06,Udyog Vihar,Bus,Speeding,1013,True,Stormy,Night,Slippery,18-25,5,Medium,Suspended,True,104,Punjab,7,2,4303,Paid,2024,3,March,1
2024-05-23,Sohna Road near Iris Tech Park,Truck,No Seatbelt,1000,False,Cloudy,Evening,Dry,50+,4,Medium,Expired,False,28,Haryana,3,1,3674,Paid,2024,5,May,2
2024-02-18,Cyber City,Truck,Red-Light Jump,4062,False,Rainy,Night,Wet,26-35,0,Medium,Valid,True,4,Haryana,9,3,1085,Unpaid,2024,2,February,1
2024-12-03,Sector 29,Bike,Wrong-Side Driving,2138,True,Stormy,Morning,Dry,50+,3,Medium,Expired,True,98,Haryana,3,1,4493,Disputed,2024,12,December,4
2024-03-14,Sheetala Mata Road,Bike,Red-Light Jump,3391,False,Stormy,Morning,Under Construction,36-50,1,Low,Learner,False,45,Rajasthan,2,1,2831,Paid,2024,3,March,1
2024-12-14,Manesar Toll,Bike,Speeding,1509,False,Cloudy,Morning,Under Construction,50+,1,High,Suspended,False,78,Uttar Pradesh,7,3,2090,Disputed,2024,12,December,4
2024-02-25,Udyog Vihar,Auto-rickshaw,Red-Light Jump,1991,False,Cloudy,Night,Slippery,26-35,0,High,Learner,False,87,Delhi,9,3,629,Paid,2024,2,February,1
2024-10-15,Udyog Vihar,Truck,Red-Light Jump,1929,False,Stormy,Afternoon,Slippery,36-50,1,Medium,Expired,False,8,Haryana,1,1,4354,Disputed,2024,10,October,4
2024-08-16,Rajiv Chowk,Bike,Wrong-Side Driving,7732,True,Clear,Morning,Slippery,36-50,2,Medium,Valid,False,9,Rajasthan,7,1,1814,Paid,2024,8,August,3
2024-03-26,IFFCO Chowk,Car,Red-Light Jump,3825,False,Cloudy,Evening,Wet,26-35,2,Low,Suspended,True,52,Uttar Pradesh,9,3,2517,Disputed,2024,3,March,1
